"BLUP","Genotype"
1.99300522682972,"lg97_9226"
1.99247915260036,"e12023"
1.98977590186603,"a95_681026"
1.98931275821698,"hm9194"
1.98916151849825,"k1348"
1.98886345471338,"cl04_132319"
1.9851995482807,"lg16_3733"
1.98333768129949,"hs95_4866"
1.98316646151563,"ar18_281072"
1.98215560010739,"hf93_038"
1.9785313180973,"u15_219169"
1.9780854878126,"hf95_078"
1.97666724326526,"cl00_15834"
1.97636416445597,"hm16_w248"
1.97572905827048,"ar11_314030"
1.97488193974207,"e17040"
1.97396481454782,"hc85_1440"
1.97288828506721,"am90_111004"
1.97195945165473,"ar07_376032"
1.97139549978109,"u94_3113"
1.97139549978107,"hs93_3780"
1.96881181234966,"u13_605132"
1.96833869644855,"hc94_1946"
1.96708881637767,"ln92_10855"
1.96651940372877,"u15_613163"
1.96547529116878,"c2016"
1.963604824433,"ln96_23"
1.96215551786579,"hc89_2237"
1.96018993746061,"c1862"
1.95893038129585,"a01_611010"
1.95692934345283,"a91_701049"
1.95549361906288,"a02_236010"
1.9552611918616,"ar10_306016"
1.95476385684861,"orc_9308"
1.95110688377797,"ln93_736"
1.95032794050413,"ln87_1744"
1.94995706565264,"ld01_11244"
1.9479033326795,"a03_941036"
1.9448115618083,"a95_582019"
1.9396030727673,"u13_235297"
1.93928781000024,"ar13_232001"
1.93892111704386,"ar09_292078"
1.93571029670395,"sl89_336"
1.93526544238937,"hc95_1389"
1.93412057034913,"u13_223411"
1.92878314211408,"u97_2242"
1.92566369648996,"u97_3302"
1.92562356982675,"ld14_14308r2"
1.92454353251715,"lg00_6193"
1.92349814966069,"e17275"
1.92126120280351,"ar13_332029"
1.91992662405058,"cr145524"
1.91849085287163,"u01_390511"
1.91010660804726,"ia3017"
1.90991300888386,"a05_312014"
1.90868032334098,"lg07_6944"
1.90848718880999,"a99_218008"
1.90645411205262,"ln95_2233"
1.9031427195108,"u89_3032"
1.90260013372173,"lg06_2866"
1.89964885118228,"orc_9108"
1.89916433798885,"u05_712029"
1.8985147349935,"hc88_15"
1.89379048092819,"u11_343008"
1.89062263085544,"lg04_3765"
1.89012285918837,"ln86_1088"
1.8844814179887,"ar18_281056"
1.88419305406848,"u10_441064"
1.88374671774143,"ld13_5290a"
1.8816012929084,"a02_238008"
1.88078109541575,"u09_202083"
1.87953278751646,"hc95_4334"
1.87794756386899,"hs88_4906"
1.87592141344772,"ld13_4902a"
1.87077136343731,"u13_929048"
1.86695393471266,"a94_674047"
1.86651509615383,"lg08_3838"
1.86387574970438,"c1931"
1.86158279260652,"hf01_0566"
1.86150924535949,"u90_3103"
1.85875350349917,"lg01_4756"
1.85152246674184,"hc85_2211"
1.84977244380873,"u04_909061"
1.84578161658849,"hs89_3078"
1.84535875251561,"u14_206326"
1.84321810830581,"k1184"
1.84307276398387,"hs95_4853"
1.83554256726527,"hc99_36pr"
1.83381151436918,"u02_300452"
1.83160143222088,"c1993"
1.83076906357863,"a08_248020"
1.8301214786008,"hc96_513"
1.82984366958991,"c1963"
1.82866838490195,"hm09_w063"
1.82446843415679,"u07_200364"
1.82389109385618,"a91_607032"
1.81860673150447,"a98_980003"
1.81651661885233,"lg13_3614"
1.81606204502464,"a92_627030"
1.80995539537319,"hc85_1901"
1.80770896675393,"a02_236035"
1.80083302846022,"ar07_176114"
1.79865890788714,"hc85_477"
1.79686783323733,"ar10_206075"
1.79615625475979,"ld12_15246_r2a"
1.79556138806179,"u98_200912"
1.79540192181551,"e12034"
1.79327540637428,"lg92_4208"
1.79291974555528,"a96_597021"
1.78923525957013,"ln94_9985"
1.78615260515612,"u10_425065"
1.78532616693609,"a96_691006"
1.78235198009382,"hc85_685"
1.78051662717683,"a05_311001"
1.77721108839256,"k1185"
1.77618798306633,"ln95_5420"
1.77320587869949,"cr16_0155"
1.7687922017421,"u09_311114"
1.76731156920105,"k1161"
1.76531708888138,"cl00_0956"
1.76515525892081,"e00290"
1.76379207228215,"u97_3248"
1.76188706236903,"ss92_6010"
1.7607976745403,"a97_771039"
1.75801132693051,"u07_236993r"
1.75531036181367,"ar10_206105"
1.75391800023178,"c1860"
1.75270748581609,"md87_i12d"
1.7507210945533,"u09_317110"
1.75034867866779,"ln88_9180"
1.7502880693489,"hc99_1108"
1.74866247331163,"u89_2035"
1.74593078631014,"sdx00r_035_56"
1.74458248784478,"hf98_154"
1.74252948220433,"sa13_4268rr"
1.74103467835517,"u97_2030"
1.73906429798809,"a07_626024"
1.73790225564658,"a97_973002"
1.73673783571101,"e17227"
1.73660805409696,"u14_210241"
1.73277606814621,"sa12_1914"
1.73254709338488,"ar06_264020"
1.73062793598961,"hm10_w081"
1.7306279359896,"hm09_w054"
1.72770582345765,"c1793"
1.72696788404864,"a99_115003"
1.72650014439946,"ss08_2582"
1.72615480818229,"u17_608196"
1.72609407954287,"lg07_6717"
1.72609407954285,"cl05_4615"
1.72413010580694,"e95151"
1.71729231547777,"ln94_3096"
1.71446277705198,"a93_553034"
1.71443352260326,"e06161"
1.71364562071007,"hc88_11"
1.71180452010971,"ln96_2280"
1.71157723906479,"e12061"
1.70863048916323,"hc86_277"
1.7072340837873,"sdx00_051r_23"
1.70370522482385,"hc89_2241"
1.70259807381358,"ss93_4184"
1.70246238040547,"hm12_n067"
1.70085117332569,"u14_321026"
1.69753214338802,"e12397"
1.69719810324557,"sd96_1475"
1.69374783560697,"u07_224096"
1.69301125748498,"u95_3308"
1.69267772577819,"ar11_214001"
1.69107820154365,"sa16_11831"
1.6908656651499,"hs93_3823"
1.69064475314011,"u90_3131"
1.68667878595989,"u99_009051"
1.68449804033094,"hs99_4262"
1.68423233584361,"u16_932015"
1.6826879788232,"u11_430085"
1.67755916503158,"k03_4146"
1.67636812222424,"ln95_1339"
1.67093161207334,"u11_389031"
1.67045557704828,"u11_376008"
1.67015947797233,"u98_310860"
1.67010711611565,"u14_320041"
1.66910264796677,"ar10_106001"
1.66888781136856,"lg06_2340"
1.66737226844034,"hf98_023"
1.66719002701853,"u03_260220"
1.66716540633981,"cr16_0067"
1.65865249710023,"k1351"
1.65802762136438,"a04_645031"
1.65765675876898,"hm16_l084"
1.65673510729665,"a98_980022"
1.65160302582196,"hc99_4792"
1.65057747765815,"ls05_0202"
1.64881262985579,"ar09_392023"
1.64874650183306,"u91_2519"
1.64804691742727,"hf94_090"
1.6453493713854,"ln94_3104"
1.64270315463148,"a04_543012"
1.64252316561922,"e12084"
1.63782548223307,"a93_752035"
1.6373514711653,"u04_200355"
1.63620823166797,"a99_116042"
1.63433495780856,"k1180"
1.63335064877881,"ln89_764"
1.63310952272584,"u94_3532"
1.63284094424084,"lg98_1454"
1.62486613211358,"hs1_3717"
1.62292535832833,"hc85_603"
1.62110516713072,"hc87_3329"
1.61322983804447,"e15346t"
1.61170417086477,"ld13_14071r2"
1.60378309288784,"hc94_62pr"
1.60308257736954,"u95_3734"
1.60292585505977,"a94_772027"
1.60071607302465,"u90_3328"
1.59982814117965,"ld12_15156r1a"
1.5994329903628,"u02_341563"
1.59715132793789,"c1857"
1.59677800164031,"u00_433016"
1.59648015958599,"u11_931121r"
1.5930377526313,"lg16_2547"
1.59292758006276,"u97_3407"
1.5887268176416,"ld14_3090"
1.58154556757163,"u93_3434"
1.58154556757161,"c1896"
1.58137158233971,"hs96_3326"
1.5799014466956,"k03_4156"
1.57848016183133,"nex2403k1r"
1.57452473878675,"u11_610107"
1.57416588642529,"ld13_1429"
1.5735519556854,"lg00_2482"
1.57035128626145,"u14_227239"
1.56455009114606,"u96_2408"
1.56453512051716,"e86339"
1.56329564217672,"ln93_7027"
1.5605784964173,"am90_211034"
1.55980010925699,"ln86_3567"
1.55826415873507,"ar10_106013"
1.55591404181338,"sd03_2182r"
1.55095205380027,"ld10_9110"
1.54540086000715,"u07_338807r"
1.54516971263573,"ln92_5565"
1.5439698670628,"u13_908070"
1.53945077080132,"cl02j012_136"
1.53945077080132,"u03_430324"
1.53944716085772,"u16_904053"
1.53938039624138,"u14_903100"
1.53779029688525,"hc93_1227"
1.5365812275139,"sl90_3695"
1.53389557107127,"cr16_0008"
1.53047935546272,"a93_552028"
1.52906732491137,"ls00_3645"
1.52875365556768,"hc95_2137"
1.52473942501239,"u03_200317"
1.52414446522254,"a01_612032"
1.52184208712345,"a98_980036"
1.51250536669936,"ls01_1804"
1.51105744461702,"hc86_554"
1.50507193183224,"hs6_3807"
1.50177527202679,"k03_4157"
1.50146348320066,"c1960"
1.50090080391311,"ar13_232102"
1.49846083520602,"ls04_05002"
1.49809728191215,"a07_626022"
1.49765412518485,"u94_2316"
1.49750678735588,"cr145192"
1.49511298429927,"ar18_381042"
1.49505976413819,"c1866"
1.49388271805628,"u03_400147"
1.4924706151891,"hf95_088"
1.49090617442825,"nex3405a0r"
1.48604438914954,"lg15_4486"
1.48541188166852,"hs8_3582"
1.48528861046006,"u11_468126"
1.48443391208871,"ld17_12708"
1.48224372835962,"u02_210455"
1.48092230423382,"u14_615073"
1.4774981899198,"ln97_14727"
1.47702260928992,"u11_610109"
1.4754498503518,"ar18_381036"
1.47519349905877,"a02_237015"
1.47338816560061,"c1863"
1.47178327697203,"a96_692048"
1.47168576346479,"dsn11_03004"
1.47041856219377,"hf03_546"
1.47037007966903,"a03_941024"
1.46912217784097,"a95_485008"
1.46894853564134,"lg12_1023"
1.46822641093443,"hc85_2132"
1.46578068556857,"ls04_17002"
1.46451110192197,"ld01_11154"
1.46151888844744,"c2012"
1.45882484906725,"u03_804007"
1.45681071147531,"e98208"
1.45612867390838,"u93_3228"
1.45407848737504,"a04_545014"
1.45199299654081,"hs0_3248"
1.45106884324855,"a95_581022"
1.45009542408046,"sl90_343"
1.44834398215337,"ia2094"
1.44508288595346,"a10_555001"
1.44506621156916,"ln88_10884"
1.44038465564399,"k1227"
1.4399577757789,"ld16_10165"
1.43944024139487,"orc_9906"
1.43579762531406,"ln93_5299"
1.43310053593112,"lg04_3642"
1.43122306327023,"u96_2426"
1.43068333108284,"a97_871009"
1.42823479263869,"a03_941027"
1.42823479263869,"a03_941049"
1.42388501502909,"c1979"
1.42364909735802,"hs2_4225"
1.42322521713862,"c1932"
1.42311682004581,"hs91_4624"
1.42199289607714,"k1508"
1.41663022985245,"e12007"
1.41563202317655,"ln89_4764"
1.41333900042401,"hm10_w336"
1.413249268513,"u13_602142"
1.41297648644731,"orc_9008"
1.41206270161254,"ln88_8277"
1.41049110870049,"ln88_9242"
1.40225263763765,"e95114"
1.40130117290429,"a02_236016"
1.40118167737366,"sa13_2489"
1.40016333802802,"cr16_0027"
1.39981134336896,"ld02_4485"
1.39956171556769,"a93_552032"
1.39896908165794,"u94_2234"
1.39599660959258,"sa17_741pr"
1.39568499001907,"c2031"
1.39230018397557,"u12_926115r"
1.38708048706107,"ld08_1592"
1.38707112703162,"ln84_8588"
1.38547804961787,"lg13_1952"
1.38486776738294,"ln95_3858"
1.38371675818062,"u05_216086"
1.38371675818061,"ar06_364012"
1.3826147364862,"c1802"
1.38138579071387,"hc85_684"
1.37934504044999,"ar05_350081"
1.3790684036825,"k1450"
1.37881498648759,"u15_203099"
1.37627732176594,"ls01_1987"
1.37591027406569,"hs4_3004"
1.37562982506625,"ar13_232073"
1.37562982506625,"ds11_03023"
1.3754192489299,"u97_2007"
1.3749666876234,"ld06_7579"
1.37424512993485,"hm15_h050"
1.37320966962706,"hc89_1389"
1.37253480464269,"am89_244028"
1.37205440993158,"hf02_0804"
1.36994691271032,"ar13_332030"
1.36954468349559,"cl02j012_23"
1.36790976647543,"sa13_2494"
1.36612675824162,"u91_3116"
1.35203962213464,"a02_236018"
1.3516501505936,"a05_311025"
1.3516501505936,"u03_100620"
1.35140247439676,"ar17_178036"
1.35048442062983,"a88_221020"
1.3484387580145,"u09_220070"
1.34801943351465,"e06381"
1.34458289040478,"u00_429025"
1.34363200579698,"c1965"
1.34285073841552,"md83_2048"
1.34198472689252,"a98_980014"
1.33822793709153,"lg12_3913"
1.33717740517905,"a06_711025"
1.33658718027163,"ar10_206092"
1.33607793311633,"hc93_21pr"
1.33577505367688,"e16398"
1.33524668719687,"cr147839"
1.33415949372287,"ln95_3533"
1.3314876196648,"u17_611078"
1.33129692399596,"cr16_0059"
1.3259086162337,"orc_9709"
1.32564626977391,"ln95_2979"
1.32107750871404,"a93_652026"
1.31980422015388,"hm12_p077"
1.31842856825754,"hf93_035"
1.31541223179184,"sd08cv_2102"
1.31132530064888,"hc91_1354"
1.31054997479079,"u04_300114"
1.30911529467847,"u14_927136"
1.30802572875303,"ar07_276089"
1.30802572875303,"u05_723009"
1.30802572875303,"u05_732006"
1.30691107151088,"k1182"
1.30676572718898,"hc93_1544"
1.30631793298851,"hf94_161"
1.30620953589572,"c1873"
1.29788878850979,"ar10_206073"
1.29780182023153,"u03_100839"
1.29745665201801,"ln93_5197"
1.29636726418928,"a97_770036"
1.29356089892887,"a86_204022"
1.29033022757095,"u05_805032r"
1.28913972356703,"ln96_2335"
1.28845755510311,"u01_390194"
1.28757515392543,"ss91_4587"
1.28004866178612,"am90_311006"
1.27890902743603,"ld14_6103a"
1.27530998821515,"a91_607052"
1.27323666457231,"hs87_2064"
1.27310584106527,"hm09_w174"
1.27299090902509,"ar09_392040"
1.27107956567639,"a07_527004"
1.27034646094232,"u95_3435"
1.26512167059412,"u03_200238"
1.26512167059408,"u03_100528"
1.26491874465611,"a99_115032"
1.2630686604769,"hc85_6724"
1.2626324783046,"u11_619104"
1.25876417798397,"e06240"
1.25740580657598,"hm8977"
1.25666786716696,"u98_200931"
1.25418734125377,"a92_633054"
1.25077847930199,"ln90_4187"
1.24966317887735,"c1962"
1.24915492908681,"k1181"
1.24786520435324,"a04_545006"
1.24704515182951,"hs89_2983"
1.24644879029096,"sd05_240"
1.24471323266485,"e01128"
1.2442883588125,"u09_317120"
1.24340471064578,"hc85_744"
1.24325945981489,"hf91_138"
1.24031075938764,"ar09_392011"
1.2388940836822,"ar05_350083"
1.23806466115248,"u98_201758"
1.23707827563382,"a97_872010"
1.23629789983769,"hm09_b019"
1.23461455038552,"u14_902082"
1.23244152095665,"u03_100906"
1.23173559656936,"sd05r_4555"
1.23054339685119,"am90_312001"
1.23028865966093,"a05_313025"
1.22986098358222,"u07_439221r"
1.22833366068602,"a04_545033"
1.2261896474862,"ln95_3058"
1.22392804492535,"ld09_17213r2"
1.21610186720192,"sd03_2179"
1.21395650132147,"a00_812031"
1.21227428606222,"cl05_51217"
1.21057493267161,"a87_296012"
1.21031590614497,"a08_350016"
1.20909685184521,"hf93_155"
1.20897736509415,"a04_444023"
1.20880211701884,"hfpr_4"
1.20621286934902,"ld10_9763"
1.2060163614744,"u03_400356"
1.20501040715202,"e98256"
1.20433948846897,"a06_912043"
1.20419969286823,"a00_812042"
1.20346651160438,"u15_929095"
1.20159899460401,"u94_2614"
1.2008759569819,"lg17_5674"
1.20074723423168,"lg14_6166"
1.19461028977573,"a93_554040"
1.19270968838038,"hs96_6147"
1.19238044382527,"hs7w_191"
1.18877175787117,"a06_812013"
1.18767078517095,"u97_2225"
1.18423646952382,"hf01_0578"
1.18411499439912,"e07048"
1.18174406328786,"hs3_2324"
1.18156983686328,"lg09_7547"
1.17897060603571,"ld07_4530"
1.17858362198763,"ds11_03174"
1.17850738737456,"hs97_4544"
1.17767220816092,"hc90_3067"
1.17648714027043,"ar09_392041"
1.17538344855228,"ld09_17140r2"
1.17384950029677,"u12_923116r"
1.1736552406621,"ln86_983"
1.17278725442712,"k1202"
1.16870398009503,"a94_674015"
1.16453637693798,"am90_312003"
1.16404275010217,"ia2038"
1.1613779747799,"a03_941022"
1.1587253173342,"ar11_214032"
1.15747176510133,"u03_300315"
1.15347603053031,"hs88_4988"
1.15180807141337,"hm13_w155"
1.14525383538227,"k1442"
1.14443702979967,"hm8632"
1.14214703926682,"lg10_3432"
1.13965409624303,"a98_883023"
1.1391577197154,"u13_227425"
1.13377177399084,"ar09_192019"
1.1331994669148,"u03_260230"
1.13277179083608,"u07_236557r"
1.13118558573299,"u17_919065"
1.12930169293628,"nex3003jr"
1.12328198949221,"am90_312022"
1.12263911437534,"ld05_16413"
1.12202596815377,"hc95_1463"
1.12012239107887,"ia3005"
1.11746770474605,"a95_681031"
1.11260711308809,"cs126"
1.11116522393451,"a08_350049"
1.10849949264955,"u07_338254r"
1.10052861170614,"u86_62062"
1.10042662912397,"nex2503lr"
1.09951882246104,"u89_3217"
1.0981937809773,"hm16_m016"
1.09757604800651,"a08_248037"
1.09666844183921,"u14_322043"
1.09414397986545,"u97_2340"
1.09384780109961,"u91_3434"
1.09194894624073,"ln92_6319"
1.0918317014737,"k1408"
1.09137145073234,"ln92_4945"
1.08379592225268,"ld14_3218"
1.08283883346215,"a97_872034"
1.08149623269986,"hc92_689"
1.08094086628957,"a00_711013"
1.08033087717188,"ln95_5817"
1.07966306504626,"u09_316113"
1.07838697770758,"sd06r_2645"
1.07838229155914,"ln95_1059"
1.07832539584144,"sa16_12014"
1.0782991269277,"a86_303014"
1.07676581297071,"ln90_3502"
1.07524363266605,"u11_622089"
1.07372489668361,"lg15_2775"
1.07325533662529,"cl04_1323141"
1.07068538050078,"a91_501031"
1.06980581864643,"lg93_7654"
1.06798730916418,"ld12_15156_r1a"
1.06597458273426,"ar08_386028"
1.06575949386949,"sd03_2222r"
1.06431802327838,"hf97_122"
1.06190976691572,"ar09_292054"
1.0603825723552,"a05_212040"
1.05630783988407,"ld02_7236w"
1.05421295052305,"a98_884047"
1.05404047479619,"orc_9808"
1.05309977566522,"u14_221253"
1.05270069795211,"a05_213013"
1.04983255677893,"hf00_196"
1.04910877769119,"u04_410407"
1.04902409208985,"ln88_8169"
1.04550875721335,"ld08_12435a"
1.04422986156293,"ar09_392007"
1.04415492982432,"a02_237018"
1.0435507445169,"lg15_2779"
1.03985885836844,"a08_248023"
1.03756275498762,"e00308"
1.03733941924373,"a98_980049"
1.03667914340421,"a01_409005"
1.03656874638022,"hs88_4912"
1.03551142552495,"ln91_662"
1.03301822401404,"a04_643040"
1.03126631577309,"c1977"
1.03122869688691,"sn97_3421"
1.03066393826356,"hs90_3679"
1.03030915187284,"hm16_m019"
1.02973250888412,"nex3505a0r"
1.02784078118638,"u91_3603"
1.02757587836867,"c1798"
1.02673297237415,"a00_812013"
1.02615891722275,"a94_672034"
1.02496360383848,"ar09_292092"
1.02477589814101,"ld16_4386a"
1.02387692719425,"hs8_3664"
1.02147662696554,"c1777"
1.02113513397591,"ld16_2751"
1.01944271279111,"ld12_15609_r2"
1.01681321040411,"a06_912008"
1.01631771416536,"hs87_2067"
1.01491464260343,"hc87_173"
1.01324296086383,"u98_308035"
1.01267820224046,"hc88_813"
1.0120653954826,"nex2403k2r"
1.01183797598213,"a05_314007"
1.01060130053085,"ar08_186020"
1.00980381949311,"a87_872019"
1.00720061403683,"a92_627049"
1.00682073352156,"nex2205a0r"
1.00466774047864,"hc99_4837"
1.00466774047862,"u00_411049"
1.00368533422892,"sl89_1179"
1.00284378879417,"ar12_228141"
1.00162860441225,"c1825"
1.00056042059594,"hf94_155"
0.999912013835736,"k04_3720rr"
0.999077652891932,"lg09_7431"
0.995257224840725,"a99_315018"
0.993379482461372,"aw11_103013"
0.992704826681389,"ar11_214023"
0.991582561459484,"u03_824119"
0.991554962531169,"ar07_376052"
0.988688364834291,"hc78_676_3"
0.987825648750282,"u05_738007"
0.987622639178463,"ln95_3163"
0.986359861178144,"orc_2009"
0.986309715834507,"u05_805073r"
0.986309715834507,"u05_824075r"
0.984113262771011,"e08200"
0.982737578073206,"u09_204040"
0.98257799136225,"e01059"
0.979065138191301,"sd01_2520r"
0.978746291079562,"u12_611009"
0.978253463393823,"cr16_0042"
0.97660358379176,"a08_248031"
0.976356557487372,"e15901"
0.975578441006808,"a06_911044"
0.97438934316291,"ln95_543"
0.97403993469079,"cr16_0053"
0.973473419468515,"c1874"
0.97319929451643,"ar12_228146"
0.971811104794453,"orc_9905"
0.97003054278649,"sl91_7358"
0.969798265319544,"e13370"
0.967713862182743,"a91_702007"
0.967658912996805,"ar08_286070"
0.963421011737185,"u16_128607"
0.961253528122584,"c1887"
0.961190099602848,"m91_240082"
0.96089907394575,"ldx98160_20"
0.959357410905904,"ln92_8247"
0.958516627919337,"ar10_306022"
0.958264439709163,"hs89_2981"
0.955398816617965,"u12_902104r"
0.952898534496333,"hc93_2544"
0.950013562220017,"k1206"
0.949106587150049,"ld03_23508r"
0.947945813288951,"lg94_1407"
0.947935553405995,"ar05_350008"
0.943321928272785,"ar14_247080"
0.942534738075467,"a07_627034"
0.942176553100622,"ss08_3250"
0.942039252306368,"u17_916070"
0.939284960968422,"hf93_032"
0.938054055313429,"cl04_1672"
0.937940546172014,"a88_221005"
0.935360505678065,"k03_2839"
0.934783334057285,"u91_2527"
0.934728253960096,"u04_910057"
0.93275113610188,"cl04_132315"
0.931126518431433,"u12_923122r"
0.926729858075198,"u13_233294"
0.926541541204085,"u11_449075"
0.924029981382681,"e00075"
0.920579373827397,"u91_3220"
0.918284783361797,"u16_908112"
0.917863998729606,"ld08_3243"
0.915752787632141,"u17_603165"
0.913492821274906,"u06_821226r"
0.912105402624338,"u16_929037"
0.91021814173188,"a06_911015"
0.907644897002606,"a96_591076"
0.906244140061329,"ld16_10319"
0.905543864023177,"ln92_7453"
0.904672520033985,"sl89_1040"
0.903468811989337,"ls04_27138"
0.903179877569257,"hc85_159"
0.900230423320896,"hc96_73pr"
0.898832435440951,"u96_2233"
0.897485116212586,"ag3401"
0.89629741834367,"hs3_2523"
0.894578859186832,"a94_674046"
0.89455673489473,"ln83_3824_1"
0.893514513619303,"cl05_20252"
0.890447730025038,"sl89_1825"
0.889302547210978,"u05_740009"
0.888562223397671,"a93_554027"
0.888226993310804,"e93001"
0.88734649951372,"sa14_5893"
0.88689961285483,"u06_101049"
0.886212680307591,"a95_483031"
0.885940849940299,"e17062"
0.885479752780385,"a92_634055"
0.883544739353037,"c1868"
0.881823098463816,"hm09_w084"
0.881344344301129,"u97_2238"
0.881220248247495,"u09_215057"
0.880503560457036,"hf03_534"
0.880179039593777,"ar13_332001"
0.876987159518565,"u05_747009"
0.876539575406228,"ln97_14926"
0.876351777213485,"hf01_0610"
0.875755664817641,"ln88_7756"
0.873087682442704,"u00_404041"
0.871074108892491,"ln89_426"
0.869614564585803,"ac89_341019"
0.86935707267909,"hs98_3621"
0.869357072679081,"u98_303527"
0.869002062467328,"ar12_228047"
0.864863563837111,"ar09_192013"
0.863539217041853,"e86348"
0.862969854380859,"ln94_5232"
0.861408427038656,"k05_2172rr"
0.860938063393371,"u01_340114"
0.859826421578386,"u03_330506"
0.858677680485848,"u11_927115r"
0.857234331009256,"a04_545028"
0.852868852931657,"sa17_2742"
0.852374870198476,"a99_218016"
0.851850273247955,"hr10_3349"
0.844857842456981,"a06_912006"
0.841931888676394,"a05_312016"
0.841253051905785,"cl05_2816"
0.838860937477656,"u98_201506"
0.838725650126198,"u89_3037"
0.838688796388114,"a95_681005"
0.838450748498995,"ln86_1227"
0.83838209201249,"hf92_178"
0.837582303240899,"u04_220345"
0.837488168404406,"ld14_6190"
0.837136128852122,"k05_2279rr"
0.834037325685296,"u12_926110r"
0.833800548104887,"ld11_7311"
0.833677812397973,"sa17_8035"
0.829177058729106,"hc86_278"
0.828517767638272,"ld05_16388"
0.827893161583298,"nex2905a0r"
0.827725608749522,"e06165"
0.827207956229026,"ar08_286058"
0.823939650488517,"u03_200242"
0.822915259248776,"jack"
0.822088190851296,"lg09_7356"
0.820347730229007,"u04_701028"
0.81710695381329,"hc95_4329"
0.816815569444735,"a04_542015"
0.814951018162275,"sa17_5797"
0.814835105986445,"hm9196"
0.813870125239031,"sa17_13168_1"
0.812863830665589,"k05_2722rr"
0.812751370545914,"aconrad*2"
0.811814139525218,"u05_703018"
0.811391697655707,"u07_338147r"
0.811298975754282,"ld09_17220r2"
0.811298975754282,"u11_608163r"
0.81077456973005,"ln88_1674"
0.809399886322534,"hm11_h031"
0.80872334887559,"hs94_4287"
0.808334417372359,"u14_923097"
0.806728242107689,"orc_8905"
0.805926506345765,"orc_8801"
0.80352485094353,"ln95_2783"
0.802795104464538,"lg00_3145"
0.802292359560531,"u97_2103"
0.8006677378068,"u97_207134"
0.799867359628537,"sd03_2505r"
0.798639700007663,"k03_4150"
0.796186921825812,"a06_711002"
0.795354790645765,"hm11_w157"
0.793387292303328,"a05_314009"
0.793387292303328,"hs3_2669"
0.792467679031632,"u16_910073"
0.791026910288502,"ln94_4373"
0.788521872119301,"cr15_2189"
0.788226238249384,"ls00_2137"
0.786088983633702,"ln92_3709"
0.785904251561322,"ar04_874013"
0.782394734113062,"ld08_2370"
0.775513606740849,"mlg03_4069017"
0.77531186864515,"u09_213068"
0.774463739651802,"ld05_1540"
0.772751876829399,"hs94_4260"
0.772638194985846,"hm13_w073"
0.772187446532485,"c1891"
0.771483345872063,"a93_754037"
0.771027573521907,"ld06_6030"
0.770458690394093,"hs95_4826"
0.770316605429771,"u09_317102"
0.769243492482326,"hf92_080"
0.768572468630282,"a92_727016"
0.767535813268025,"a95_482024"
0.766296760826058,"u01_390560"
0.765430370552583,"u09_210055"
0.761256735187588,"u17_602213"
0.761220431125699,"u12_902108r"
0.760493252261908,"u11_920016"
0.759860440445594,"hm13_t053"
0.758579351215037,"a05_212012"
0.757654315175574,"a95_582006"
0.757045514250594,"ld11_9790"
0.756982477845143,"ld06_2330"
0.755338730330457,"ld16_4462a"
0.754261184567883,"ld13_13228r1a"
0.75383328259445,"u05_739010"
0.752033796314557,"a94_674048"
0.75191403732419,"ln87_2112"
0.751523899466921,"ld16_2923"
0.751288015030108,"hs1_3902"
0.750108514825864,"ss06_6869"
0.7473109465552,"c1859"
0.747087852841278,"u16_905090"
0.746966596418317,"c1917"
0.745910818770429,"nex3305b0r"
0.745208842497827,"u93_2109"
0.744842695930263,"hs4_3203"
0.744842695930263,"u03_200226"
0.744402620375472,"ar18_381046"
0.7413609616381,"u12_905062"
0.740283163317911,"u17_905083"
0.740045069006089,"hs3_2481"
0.739174407938645,"lg10_3409"
0.738482081194683,"ld09_17071r2"
0.736583718698784,"c1919"
0.733899293882546,"a91_701017"
0.733899293882546,"hc88_782"
0.733768440007141,"ar09_392050"
0.733121872912501,"a97_872013"
0.730103786641947,"u94_2407"
0.729202507210218,"a07_626020"
0.72432976264867,"k1349"
0.723276370106388,"ld11_643"
0.721781512237999,"a95_682002"
0.721154451419202,"c1720"
0.720817795650998,"sd08cv_2080"
0.720570397743727,"u03_300330"
0.720081963720464,"a94_774034"
0.719651946348032,"cl05_46116"
0.719577614734141,"e00153"
0.719314435782637,"u06_822264r"
0.717305093979931,"u11_441098"
0.715149403634201,"sd04r_2621"
0.715149403634201,"sd04r_2652"
0.713773690612863,"ar06_364014"
0.711831086231339,"ln92_8175"
0.711234136753768,"ar04_874018"
0.711063562920735,"u14_218219"
0.710673712420123,"ld16_2794"
0.710308130180073,"ld14_3216"
0.709559126757422,"u03_200439"
0.709011243940766,"u94_3530"
0.707150689291736,"sd96_203"
0.706920689847888,"sl90_3641"
0.704948998086409,"u11_911079"
0.703687379122115,"ln90_3028"
0.703580208742185,"ln92_5620"
0.70109823017302,"u96_3423"
0.699636086319093,"hs7w_190"
0.697927821836347,"sl89_6136"
0.696553265374586,"lg07_6950"
0.694498230061192,"ln96_824"
0.69359588054222,"u97_2002"
0.693219051940149,"a05_213034"
0.692448136143329,"e08206"
0.69241693049388,"hf98_152"
0.692256344132984,"a07_527035"
0.689127884306137,"hf92_078"
0.687636656526371,"hc89_1385"
0.685881762979236,"u01_390794"
0.682712615288442,"hs6_3705"
0.682621224384339,"u09_310098"
0.682258766417003,"sl91_4585"
0.682258766416994,"c1890"
0.681920782895108,"u90_2434"
0.678727125877572,"ar10_206012"
